bound,syed_schapire_num_demos,syed_schapire_bound,abbeel_num_demos,abbeel_bound
0.5,146166,0.499998299667918,64963,0.49999701688915404
0.4,228383,0.39999984384607173,101504,0.39999896812736613
0.3,406014,0.29999996498348575,180451,0.29999968789986053
0.2,913532,0.19999992192303587,406014,0.19999997665565716
0.1,3654126,0.0999999883278286,1624056,0.09999998832782858
